number,title,local_title,title_data,organization,first_year,place,additional_data,heading,period,source,editiontype,price 1961,edition 1961,price 1962,edition 1962,price 1963,edition 1963,price 1964,edition 1964,price 1965,edition 1965
4324,Сборник научных трудов,,,Тангк. гос. мед. ин-т,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,169.0,1000.0,280.0,1000.0,,,,,,
4325,Сборник работ института,,,Свердл. гос. мед. ин-т,1934,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,121.0,1150.0,133.0,1025.0,105.0,1000.0,75.0,1350.0,86.0,1500.0
4326,Сборник студенческих научных работ,,,Арханг. гос. мед. ин-т. Науч.-студенческое о-во,1958,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,1000.0,,,,
4327,Сборник студенческих научных работ,,,Кирг. гос. мед. ин-т,1947,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,75.0,750.0,,,43.0,500.0
4328,Сборник трудов,,,Андиж. гос. мед. ин-т им. М. И. Калинина,1959,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,150.0,1000.0,250.0,500.0,210.0,500.0,90.0,500.0,,
4329,Сборник трудов,,,Арханг. гос. мед. ин-т,1935,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,136.0,600.0,,,,,,,,
4330,Сборник трудов врачей дороги,,,Вра-чебно-сан. служба Латв. ж. д.,1959,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,150.0,600.0,,,,,,
4331,Сборник трудов врачей Октемберян-ского района,,,М-во здравоохранения Арм. ССР,1957,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,100.0,700.0,,,,,,
4332,Сборник трудов Клинической больницы неотложной помощи,,,,1956,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,84.0,5000.0,,,,,,,,
4333,Сборник трудов,,,Курский гос. мед. ин-т,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,236.0,1000.0,170.0,1000.0,87.0,1000.0,,,,
4334,Сборник трудов медицинских учреждений Московско-Окско-Волжского вод здравотдела,,,,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,70.0,500.0,,,,,,
4335,Сборник трудов,,,Перм. обл. клинич. больница,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,64.0,1000.0,,,,,,
4336,Сборник трудов,,,"Подол, межрайон. больница",1938,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,100.0,1500.0,,,,,,,,
4337,Сборник трудов,,,Респ. клинич. больница,1959,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,116.0,600.0,156.0,700.0,,,,,,
4338,Сборник трудов Республиканской клинической больпицы,,,,1964,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,240.0,1000.0,,
4339,Сборник трудов,,,Самарк. гос. мед. ин-т им. акад. И. П. Павлова,1937,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,74.0,800.0,55.0,867.0,74.0,917.0,87.0,1033.0
4340,Сборник трудов,,,Ташк. гос. мед. ин-т,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,130.0,1000.0,,
4341,Сборник трудов,,,Узб. науч.-исслед ин-т здравоохранения и истории медицины,1964,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,100.0,600.0,,
4342,Труды Аджарского общества врачей ,,,,1951,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,50.0,300.0,,,,,,,,
4343,Труды,,,Алма-Ат. гос. мед. ин-т,1935,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,150.0,700.0,150.0,750.0,150.0,500.0,200.0,1000.0,200.0,1000.0
4344,Труды Алтайского государственного медицинского института,,,Алтайского государственного медицинского института,1957,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,85.0,1000.0,,,,
4345,Труды Благовещенского государственного медицинского института,,,Благовещенского государственного медицинского института,1955,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,75.0,1000.0,,,76.0,1000.0
4346,Труды,,,Волгогр. гос. мед. ин-т,1939,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,130.0,1000.0,82.0,1000.0
4347,Труды Воронежского медицинского института,,,Воронежского медицинского института,1932,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,89.0,780.0,68.0,833.0,81.0,750.0,100.0,1800.0,78.0,2000.0
4348,Труды Государственного института усовершенствования врачей им,,,Государственного института усовершенствования врачей им,1929,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,120.0,1000.0,70.0,750.0,,,120.0,1000.0,,
4349,Труды Донецкого государственного медицинского института им А М Горького,,,Донецкий мед. ин-т,1936,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,103.0,900.0,88.0,1000.0,145.0,1350.0,,,80.0,1000.0
4350,Труды Ереванского государственного института усовершенствования врачей,,,Ереванского государственного института усовершенствования врачей,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,200.0,600.0
4351,Труды Ереванского медицинского института,,,Ереванского медицинского института,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,275.0,700.0,295.0,600.0,,,450.0,600.0
4352,Труды Запорожского государственного института усовершенствования врачей им,,,Запорожского государственного института усовершенствования врачей им,1957,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,70.0,1000.0,,,,,,
4353,Труды,,,Ижев. мед. ин-т,1935,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,47.0,500.0,74.0,500.0,,
4354,Труды института,,,Горьк. гос. мед. ин-т им. С. М. Кирова,1957,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,200.0,1962500.0,115.0,550.0,130.0,1000.0,,,,
4355,Труды,,,"Ин-т краев, медицины",1962,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,196.0,1500.0,,,,,,
4356,Труды института  Вопросы курортологии,,,Латв. ин-т эксперим. и клинич. медицины,1953,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,85.0,800.0,,,,,,,,
4357,Труды института  Вопросы морфологии и физиологии,,,Латв. ин-т эксперим. и клинич. медицины,1955,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,100.0,1000.0,,,,,,,,
4358,Труды института  Вопросы туберкулеза,,,Латв. ин-т эксперим. и клинич. медицины,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,139.0,1000.0,163.0,1000.0,,,,
4359,Труды института  Значение фактора питания в профилактике лучевой болезни,,,Латв. ин-т эксперим. и клинич. медицины,1957,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,137.0,1500.0,,,,,,
4360,Труды института Клиника и лечение злокачественных новообразований,,,Латв. ин-т эксперим. и клинич. медицины,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,43.0,1000.0,156.0,1000.0,200.0,1000.0,,,,
4361,Труды института Проблемы функциональной морфологии,,,Латв. ин-т эксперим. и клинич. медицины,1962,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,138.0,1000.0,,,,,,
4362,Труды института Региональное кровообращение и механизмы его регуляции,,,Латв. ин-т эксперим. и клинич. медицины,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,100.0,1000.0,,,,
4363,Труды института,,,Моск. обл. науч.-исслед. клинич. ин-т им. М. Ф. Владимирского,1960,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,68.0,750.0,110.0,1000.0,,,,,,
4364,Труды,,,"Казан, гос. мед. ин-т",1957,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,140.0,1000.0,,,122.0,1000.0,100.0,1000.0
4365,Труды Калининского государственного медицинского института,,,Калининского государственного медицинского института,1957,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,300.0,600.0,115.0,600.0,210.0,600.0,,,112.0,600.0
4366,Труды Каунасского государственного медицинского института ,Kauno valstybi-nio medicinos instituto darbai,,,1953,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,95.0,1000.0,,,,,,,,
4367,Труды Актуальные вопросы акушерства и педиатрии,,,Кирг. гос. мед. ин-т,1962,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,150.0,1500.0,,,150.0,1000.0,,
4368,Труды Актуальные вопросы педиатрии,,,Кирг. гос. мед. ин-т,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,190.0,1000.0,,
4369,Труды Вопросы акушерско-гинекологической клиники и практики,,,Кирг. гос. мед. ин-т,1961,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,500.0,,
4370,Труды Вопросы кардиологии в условиях высокогорья,,,Кирг. гос. мед. ин-т,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,100.0,600.0
4371,Труды Вопросы клиники и лечения психозов,,,Кирг. гос. мед. ин-т,1962,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,220.0,680.0,,
4372,Труды Вопросы морфологии,,,Кирг. гос. мед. ин-т,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,120.0,500.0,100.0,1000.0
4373,Труды Сборник материалов конференции молодых ученых,,,Кирг. гос. мед. ин-т,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,45.0,1000.0,,
4374,Труды Физиология угрожающих состояний,,,Кирг. гос. мед. ин-т,1963,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,100.0,1000.0,,,,
4375,"Труды Тома, вышедшие вне серии",,,Кирг. гос. мед. ин-т,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,200.0,650.0,,,,,,,,
4376,Труды,,,Кишиневский гос. мед. ин-т,1949,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,132.0,1000.0,68.0,500.0,63.0,667.0,86.0,720.0,,
4377,Труды Крымского медицинского института,,,Крымского медицинского института,1961,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,98.0,1000.0,50.0,1000.0,,,,,,
4378,Труды Куйбышевского медицинского института,,,Куйбышевского медицинского института,1948,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,86.0,925.0,90.0,733.0,103.0,1008.0,120.0,900.0,110.0,733.0
4379,Труды Литовского института экспериментальной медицины Академии медицинских наук СССР,,,Литовского института экспериментальной медицины Академии медицинских наук СССР,1948,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,178.0,1500.0,,,122.0,1000.0,,,178.0,700.0
4380,Труды Луганского государственного медицинского института,,,Ворошиловгр. гос. мед. ин-т,1958,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,127.0,825.0,100.0,1000.0,,,,
4381,Труды научно-медицинских обществ Грузинской ССР ,Саркартвелос ССР самец-ниеро-самедицино сазогадоебебис шромеби,,"М-во здравоохранения Груз. ССР. Учен, совет",1961,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,200.0,1000.0,200.0,1000.0,,,,,,
4382,Труды,,,Новокузнецкий гос. ин-т усовершенствования врачей,1931,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,96.0,1600.0,44.0,1250.0,,,74.0,1200.0
4383,Труды,,,Новосиб. гос. мед. ин-т,1931,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,94.0,1233.0,130.0,1000.0,150.0,1000.0,100.0,1000.0,129.0,1325.0
4384,Труды Оренбургского медицинского института,,,Оренбургского медицинского института,1949,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,100.0,1000.0,42.0,1500.0
4385,Труды 1-го Московского ордена Ленина медицинского института им,,,1-го Московского ордена Ленина медицинского института им,1956,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,113.0,1833.0,129.0,2583.0,222.0,2600.0,163.0,1438.0,140.0,1311.0
4386,Труды ,Шромеби,,1-я клинич. гор. больница,1932,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,150.0,500.0,,
4387,Труды Первой Рижской городской клинической больницы,,,Риж. мед. ин-т,1957,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,142.0,450.0,,,,,,
4388,Труды 1-ой советской клинической больницы г Каунас ,Kauno 1-ios tarybines klinikines ligoninis darbai,,,1959,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,130.0,1000.0,,
4389,Труды,,,Перм. гос. мед. ин-т,1933,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,95.0,1000.0,105.0,1029.0,129.0,960.0,125.0,767.0,125.0,1375.0
4390,Труды по новой аппаратуре и методикам,,,1-й Моск. мед. ин-т им. И. М. Сеченова,1963,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,70.0,2250.0,,,70.0,500.0
4391,Труды ,Шромеби,,"Респ. центр, клинич. больница",1939,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,80.0,500.0,,,,
4392,Труды Рязанского медицинского института им акад И П Павлова,,,«Создание ...» вып. 2,1959,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,79.0,1500.0,80.0,1500.0,67.0,1000.0,135.0,1250.0,140.0,550.0
4393,Труды Саратовского медицинского института,,,Саратовского медицинского института,1910,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,115.0,1000.0,128.0,1133.0,81.0,1000.0,87.0,833.0,129.0,850.0
4394,Труды Северо-Осетинского медицинского института,,,Северо-Осетинского медицинского института,,,,﻿а)Общие вопросы. Медицинские издания смешанного содержания. Организация здравоохранения. История медицины.Медицинская статистика. Общество Красного Креста. Военная медицина,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,91.0,500.0,,,117.0,838.0,76.0,1000.0
